trials,multiplications,threads,time
1065,38,8,15882400
1999,899,8,628530076
2148,740,8,547253055
2085,2311,8,1673377861
112,533,1,112789859
350,744,1,547509054
430,1320,1,1233843490
75,1596,8,36962643
2097,2279,1,10361711914
1541,72,1,268344156
138,1926,2,282875366
84,1051,4,48038752
935,815,8,261733778
1755,2253,4,2419345561
2058,1694,1,7438352354
1400,1499,1,4534294686
1226,811,2,1155988656
900,1659,4,860020414
2264,1317,2,3474001842
937,726,4,414282597
1794,1098,1,4324536433
2322,1032,8,847890059
1687,2427,4,2508129469
1800,1489,8,918282981
187,2494,4,256304863
634,2315,4,905983510
2080,1562,1,6991604155
2044,1017,8,756718991
1384,2421,2,3824824338
523,2059,2,1261922267
2162,2076,4,2755160886
410,604,1,529382422
2331,1516,4,2143410240
1560,350,1,1141882232
1348,899,4,708808198
1174,674,4,458238735
452,706,2,349369006
1710,2423,2,4806398914
2108,996,1,4668312636
1015,695,4,411426559
360,401,8,51389327
199,660,4,75529399
1229,1165,4,892653359
2463,1692,1,9032233126
2246,1883,1,9368707988
924,2312,1,4588179777
885,1628,1,3076430657
1311,1445,2,2186485548
1467,597,8,307383908
1034,821,8,289815361
1411,680,8,336530445
127,437,1,107325578
282,220,2,67032799
979,1423,4,867389993
2456,254,2,751849002
1294,1144,8,519382607
574,1195,8,237744959
1427,1788,4,1563797261
1094,1413,2,1796201840
1529,127,8,73428896
464,14,2,8750776
250,2436,8,203049481
1025,2342,2,2799156108
841,677,2,659364835
730,1530,1,2425716811
337,1662,2,661292295
2365,875,1,4477263646
2001,219,8,158478191
1047,673,1,1517662473
547,612,8,117909296
2132,1733,8,1273655238
2365,583,8,485914888
314,1591,1,990409578
2089,2407,4,3084967421
418,200,2,91674671
844,2374,2,2279287901
1391,74,2,113263767
160,2050,1,636952387
1433,2199,1,6673555266
488,940,4,273985780
2469,555,4,844415613
1607,167,8,102745521
979,1068,8,372692890
1285,1254,2,1925504750
917,155,4,82709774
1238,1742,2,2495186684
2423,1611,8,1366031103
1826,1663,1,6606737670
1835,575,1,2217498160
2164,396,4,527983031
2117,1601,1,7335927382
2376,917,8,754673060
1171,1079,4,741168072
2152,740,4,961747629
948,1055,1,2164314703
1966,550,4,683827521
2325,152,2,401716607
1268,459,2,674672468
1312,1290,8,581040984
1886,1418,2,3068984764
1682,1673,1,6077345119
1349,933,2,1453100240
1712,140,1,497065860
515,562,4,171252201
1790,2051,8,1299722409
868,965,4,503986458
973,1207,2,1363350382
2250,1040,2,2716952822
2500,1525,1,8355575580
1218,2353,1,6091715477
1942,727,4,841275584
1551,1389,4,1318306988
863,1762,2,1716162535
1808,2076,4,2277067684
1747,750,8,448390825
640,1940,4,742874999
145,1918,2,279397032
295,1800,1,1079158011
43,1345,4,30037485
1418,1437,8,707445367
1260,745,8,323983902
1523,2340,4,2130634818
747,1894,8,486722421
2157,87,1,423728144
2056,902,8,650060242
2226,1978,4,2748746566
185,1599,2,303748581
1473,1074,8,558635479
849,886,2,884646597
2460,539,1,2819435602
2160,568,8,432265921
946,1816,2,2025826874
1686,1115,1,4085617856
889,2088,1,4040227252
648,902,2,691732424
1553,1142,4,1074013988
336,820,4,160581560
1927,640,4,751985458
517,1635,1,1739702094
687,591,1,935976743
215,1077,2,254279931
2188,1266,2,3290255164
2480,1609,4,2429131043
1860,802,1,3194914829
1436,509,8,273724420
35,2419,4,32220453
2115,2059,1,9664245573
1671,2374,4,2378432992
637,1922,4,705974201
2383,57,2,179924169
968,156,4,95060802
396,350,2,155078095
892,169,1,339463818
1705,1046,8,627031301
2011,802,2,1852049114
2258,1316,1,6475896088
150,1936,2,312864682
1689,724,1,2604389206
388,2042,4,464297420
701,191,4,81405041
482,2105,1,2166066844
1276,2293,2,3402582538
106,2233,2,223980014
1423,683,8,338549927
1839,720,4,805317703
1667,2334,4,2425775140
1562,416,4,377315726
486,1156,2,627647795
1778,1203,8,770152536
1761,1609,8,976634474
2463,1927,8,1667029644
2056,2241,2,5386958305
2031,2205,2,5344225758
1998,986,2,2251964087
356,1581,1,1154881984
2431,2377,8,1989832054
47,2138,4,45479981
2393,1252,1,6570382494
1283,1667,8,753783915
1127,874,4,620007278
1382,1662,8,828631007
1836,640,8,426263462
1053,1055,4,664992403
919,2103,8,661266326
1862,413,8,270677806
2417,1337,2,3784468562
1628,970,1,3399075030
347,1856,2,704694846
1714,1531,8,929051495
956,351,4,191785980
549,1645,8,311280305
745,476,2,398369660
1590,1301,4,1217733765
922,1453,8,460074993
2268,1142,2,3113973757
1716,1739,4,1824816040
1559,2467,8,1334511181
1822,1684,4,1832705684
851,1629,8,487098275
1048,1678,2,2003087955
944,1849,4,1087597613
854,1699,1,3211926254
1297,672,2,1003553400
1281,453,2,670021780
1270,1781,2,2686386346
2443,1117,1,5911815353
946,366,8,124397696
208,632,2,135739032
1746,1668,8,1004098671
299,1252,2,410471070
1390,2332,1,7015571414
211,1196,1,529000246
541,860,4,274397711
430,1568,2,778071043
2392,1007,1,5134297737
79,2368,4,92789699
1653,475,2,883712999
29,2469,1,94116223
2122,2168,8,1598639373
2381,2059,8,1719536263
1070,1605,4,1042714440
562,1936,4,695547747
357,1173,8,139086080
771,563,2,466579483
1035,918,4,574796521
56,2198,2,114483912
1387,469,8,243031348
1009,1676,4,1048179032
1327,2426,8,1119048787
1957,1768,4,2114803774
1838,1463,1,5920422080
610,498,2,324724519
2256,1368,1,6612594065
1411,94,4,89800753
834,883,8,254917335
1950,466,4,539340829
971,1684,2,1898061963
443,2340,4,624215608
244,245,1,119130452
2172,2115,4,2798246595
263,304,8,29092356
2019,614,2,1450300597
489,1122,1,1224939638
1228,2294,4,1726614708
1353,763,4,617208406
368,391,8,54586944
126,817,8,34463443
2445,743,2,2210075030
2092,2426,1,10913068784
2376,2399,8,1994986065
1260,28,8,15027128
306,1549,2,525089904
2395,2092,4,3068249066
2032,1704,8,1224430114
947,1489,2,1607497259
2076,922,4,1151633852
348,1107,2,431881541
2249,620,1,3042056371
2038,2,2,11592877
425,1508,1,1417585819
2349,1457,1,7520666287
106,1421,4,78836682
259,967,1,557602895
1337,1547,8,717445612
1951,1546,8,1060517236
516,2172,2,1306921920
773,2039,1,3469423449
2119,791,8,591536737
32,957,2,22132954
1371,1943,2,3101538301
1015,886,8,316089049
2258,1640,4,2227657433
2376,1597,4,2299789651
2150,1434,8,1081099265
812,1525,1,2703957367
1154,706,1,1770430002
2400,521,8,443670887
8,1627,2,1628880
1444,1283,1,3971383181
1596,1404,8,809135732
1956,93,8,67292085
1171,2048,4,1459057505
1392,67,2,108708467
2494,1287,2,3862665256
1312,913,2,1427327971
145,227,1,66781609
1190,1553,1,3936863853
1550,13,2,25920607
560,1094,1,1323997383
1196,2415,1,6217835058
2184,2417,2,6212091051
1671,877,2,1654301991
1393,2103,4,1772735839
1035,2303,4,1397034767
2251,2322,2,6211544348
1970,1016,1,4245793246
1846,1516,2,3332417143
2496,2478,4,3764559633
1219,2457,2,3439211406
1213,1975,1,5092177186
158,1790,4,152373871
2345,1102,4,1585492224
1961,1928,2,4336061134
461,1987,4,573779045
1699,690,1,2490354726
899,567,1,1105458809
1557,1915,2,3329485153
1024,295,2,356553279
1267,198,2,281863691
111,1907,8,67164646
1610,467,4,479611886
1357,2179,4,1785559271
1678,467,2,894305432
1962,1493,8,1021390280
1716,226,8,135287417
2369,65,4,91379518
2436,1523,1,8033594379
1019,1138,8,422761825
2393,1172,2,3325832694
2025,796,1,3611417113
692,2439,2,1955108924
2406,2279,1,12008236713
228,104,8,10426614
320,1045,8,110578529
2088,1738,1,7936777749
1115,1196,4,824516402
210,1237,2,280065324
741,1021,2,894862876
347,1778,8,206246759
301,1782,2,597646386
307,1085,4,194990270
2392,1787,8,1480794417
2468,1197,8,1072200943
1113,311,8,128428944
1628,1203,8,707743885
21,965,1,21742423
216,33,8,4624620
2366,2095,8,1732924162
2324,1883,4,2655072521
920,28,1,57026693
1827,1912,2,4039557458
2098,1128,1,4971690112
1855,1732,4,1983652843
791,612,8,173405433
2363,1171,1,6001106291
2070,967,4,1209419326
1232,543,2,759516329
1731,1827,2,3705314356
630,519,2,404039406
6,2364,1,1652173
255,1169,8,98723109
286,450,2,134483731
852,966,1,1767678389
1920,544,4,626133559
862,637,8,198172770
1059,2366,1,5458931475
1604,1682,4,1659623245
1297,785,8,354207856
2302,2473,8,1988882145
1354,2337,8,1098036661
64,78,8,3247231
1056,2107,4,1345344947
3,220,2,2063875
1057,1020,2,1290545616
1476,143,2,226047716
2105,747,1,3370935299
2237,1624,8,1272635939
1134,2479,8,982853379
333,609,4,111512939
1302,1262,4,1030542778
674,488,8,114214557
2086,2385,8,1791726830
459,2158,2,1105480189
334,1837,4,378326078
2232,1071,2,2770168469
1600,1043,8,573880585
598,1378,8,285037865
1271,274,8,122599839
2235,634,1,3040985165
291,1738,1,1089628386
538,120,8,26672926
285,428,1,245139385
1133,1671,8,649316029
2494,1609,8,1409397967
903,853,4,448935835
268,938,2,260282601
1137,1394,1,3382471410
1926,1816,8,1213382728
2206,522,4,706523320
567,2158,1,2655276182
1346,1190,2,1917068283
2065,1647,1,7297216095
2087,707,2,1719008635
369,814,1,601621040
1960,466,1,2003091362
152,270,8,15257230
1172,2275,4,1647994711
2296,2231,8,1790384146
2014,169,1,740416585
336,1561,4,303188843
904,2239,4,1206819087
918,1277,8,410786501
1809,2361,1,9184102322
2439,606,8,522555859
1508,307,1,964239455
1194,857,1,2246427781
2433,2434,8,2071360516
476,1093,1,1138508144
251,1273,2,354526823
45,1767,8,21722716
75,1564,8,33599004
228,2360,2,582585044
567,837,2,557518918
321,2176,2,770161481
1472,1601,2,2822019781
1440,1296,4,1182712908
1158,892,4,608617780
2173,675,8,503204483
2109,1702,8,1253622095
1125,1494,2,1943200936
488,207,4,55653802
1443,171,4,154059587
145,987,4,74101585
729,191,2,148666108
1619,1110,2,2088434247
2337,1004,8,833169856
1597,1474,2,2684813411
433,235,2,107040354
989,803,8,281131040
38,842,4,13371268
2347,1043,1,5310687938
1717,1504,4,1568329156
1271,36,2,60662551
2097,950,2,2263952055
100,2416,2,239774860
1478,893,1,2981295485
2098,2477,2,6039571628
71,321,8,8954617
1586,2006,2,3700648349
92,2034,1,344497785
2252,2307,2,6205316316
386,792,1,641337117
2115,1672,4,2155005993
577,659,4,235623997
1548,2396,1,8340949112
341,446,8,51973501
942,1863,8,611677239
586,2476,4,880916702
2174,2389,4,3215607657
283,463,2,138320255
1744,1554,8,971735170
789,130,2,109646885
2008,268,1,1156552533
1886,1664,8,1117412812
1356,1131,4,884837854
1766,1751,2,3634627924
2447,2179,1,11760846543
1151,390,2,517848404
36,920,2,31828890
765,2188,4,993436587
1113,1102,2,1435714224
1711,1879,1,6898872083
1928,336,4,388707747
87,1272,2,103363057
2049,1506,2,3603954819
2373,1782,1,8936934990
2018,1402,4,1719597187
1012,1549,1,3405108899
1606,1326,1,4459888721
158,663,8,38800544
492,1955,1,2052529966
578,1456,8,287899594
66,1516,2,89064664
1024,256,8,93844895
1658,289,1,1048102740
159,2330,2,382896456
1029,2089,1,4656778779
423,1646,4,414947211
1235,113,2,159016589
558,2137,2,1335497908
110,2062,1,423830485
61,415,2,33853371
2281,1489,8,1220122798
2395,1999,4,2906743747
259,682,2,180437520
2046,1622,4,2004362362
1570,1034,2,1855343393
1609,987,4,960368687
1674,2237,1,8020777518
123,1273,2,167311511
1011,598,8,224413656
1857,2100,8,1355675271
1946,1561,8,1050989164
1705,261,4,251124122
1487,2021,2,3473188809
1497,1061,1,3434446463
1232,1900,1,5019781864
438,944,4,236734266
262,162,8,17460194
1078,1907,4,1193682018
373,1818,4,376665479
172,2272,1,781973501
1050,1052,8,387158618
1526,659,4,636181173
1037,2158,4,1313891020
1328,1216,1,3535847548
1247,543,4,423792354
445,416,1,379606235
87,1098,2,96897121
926,2130,4,1188059028
1424,223,8,109238470
197,1982,4,217174110
1727,950,1,3505944204
1497,1449,1,4704273523
512,1299,2,725950247
169,1152,4,108690534
1720,1475,8,900075838
231,418,8,31882770
1949,1173,8,803618861
1541,589,2,1042842339
2061,1593,1,7139715044
1508,565,1,1837515530
117,861,1,192580408
1199,1602,2,2171475853
808,2474,8,703970219
1255,45,1,121241966
308,2328,1,1519527465
437,1444,1,1328863175
2452,928,4,1374612328
1194,218,4,162569409
1022,2000,4,1249014740
1903,1858,4,2133193331
2358,2124,4,3054702180
2197,2080,1,9950939598
1900,1052,1,4317894106
1147,1038,4,719443507
422,2456,8,348157890
2237,574,8,434914647
1244,1640,4,1227089467
2443,1977,1,10462683442
2161,256,8,194487775
2133,1712,4,2169418350
1953,1400,2,3188636262
680,175,1,252388489
1830,1830,4,2011324140
2270,1646,4,2268543335
1430,1537,1,4819675535
1061,88,4,57739824
1975,371,8,259902258
839,1826,8,531186999
137,2295,1,595573288
1382,41,4,39777120
1523,1942,4,1859865394
1480,1315,1,4233073406
1212,579,2,806814823
787,2187,8,602059864
1857,72,8,53425125
100,261,2,26394191
1117,103,8,44892428
1757,1519,2,3133088022
999,2246,2,2645883617
2237,1930,2,5137899307
1751,1765,8,1064521209
1298,965,8,418446972
2255,2018,4,2711251774
1416,1440,1,4349439572
2197,2085,4,2773867697
1139,7,1,23336336
620,1324,1,1700794376
59,984,4,30971933
2207,1760,1,8527049566
496,580,4,182692899
798,1388,2,1259302513
971,2326,2,2606137896
854,2150,4,1091076102
2121,1594,2,3931491324
1047,2426,4,1551632681
495,1545,2,880911052
470,2001,1,1927285153
1485,330,2,612762103
771,753,2,661090304
711,1005,1,1500132791
286,2256,2,703359600
2248,1714,4,2344156925
2429,108,1,544696325
2399,1411,2,4060497550
1598,2498,8,1384708998
2378,1814,2,5064658679
64,572,1,64417968
137,235,8,13774000
1278,1791,1,4880063999
801,356,8,101995560
707,1122,1,1725382044
214,2241,8,161237476
91,2486,4,111274033
1128,200,2,266235417
396,2362,8,323091786
1282,1189,8,524885701
479,874,4,239226624
567,1267,4,411221523
1438,867,2,1393851717
1483,928,1,2929246503
618,870,1,1115966597
1272,784,2,1180762673
2055,1123,2,2685818902
917,1164,1,2265894815
318,2119,8,223533290
607,1098,2,767462869
1606,2335,1,8125253423
1503,2255,2,4055659190
2308,240,4,342767247
1176,1772,2,2400259764
575,1113,2,705415380
637,1579,4,600498911
1007,1548,4,906767657
2318,2147,2,5899561054
1623,1338,2,2472093016
1794,1221,4,1380931495
2154,1181,1,5537377311
1820,1995,2,4219605638
1854,677,2,1460260272
1984,642,8,450559470
649,137,1,184407871
405,615,8,86999480
1726,1238,1,4797683056
1540,237,1,812978804
703,1118,4,479699102
972,1281,4,778745515
702,277,2,231808314
1546,2388,1,7716135348
1374,2498,4,2046224989
1197,1901,2,2641393620
1098,1814,4,1217091787
1152,96,2,126528706
2413,1880,8,1568418150
953,2136,8,692601006
1048,945,2,1171795793
958,540,2,594211238
989,1793,8,634901437
1734,2111,1,7871277621
120,477,4,35421294
1429,1349,4,1221706768
1783,1337,4,1444282916
1212,350,1,885393535
718,1869,1,2897574650
1296,1401,8,629057986
587,2312,2,1556785408
2025,1343,2,3180561823
1769,1015,1,3941532366
111,859,2,96789030
2177,2201,2,5582636616
1294,1247,2,1983360891
528,1938,1,2188183887
1992,1060,2,2487180797
2172,150,8,119220011
294,685,1,418892246
1245,1634,8,713632175
966,2032,1,4230716352
1848,583,1,2318766053
1995,2341,8,1643773077
576,68,4,25069981
997,1259,1,2671252288
573,2261,8,453197790
1508,737,8,387767988
1339,2007,1,5735852020
1525,637,8,352008280
334,1976,4,374057085
764,771,2,676381956
6,650,8,1690205
917,1954,2,2124134328
876,1972,4,1010800662
1177,2257,8,900405906
883,31,1,60398613
1400,1767,1,5286879000
2087,1121,8,864772304
592,730,2,463034048
2428,2101,8,1785853071
903,768,2,772796316
724,2305,4,1009777936
1166,1153,2,1540916986
1646,2234,8,1256960288
1761,2183,1,8191798593
740,1437,2,1222065580
73,2321,2,173211305
473,1770,2,963488433
555,661,2,407783265
107,400,8,15203026
22,2492,1,58350237
1097,1029,1,2446427409
791,1252,2,1180393562
274,1563,1,835431536
519,225,8,46379923
159,346,2,55534425
54,1517,1,138284418
2164,340,1,1608492376
140,646,1,179142932
654,2162,1,2970459581
2353,1391,4,1997170148
201,1168,1,460610540
1688,1631,4,1667378747
958,2268,4,1255729473
2214,1360,1,6480040109
400,28,1,27240586
2438,400,1,2155162377
1234,342,2,489434692
829,1431,1,2492275076
1429,410,8,212800654
293,1236,8,119724786
1608,1848,1,6370234696
171,1373,8,84365338
1117,89,4,57185395
1701,1765,2,3624104705
2419,1153,1,6141826258
942,1746,2,1865939067
2363,2093,4,3044031530
1996,1924,1,8351767694
177,1173,8,70135874
243,1382,8,122075487
2358,1131,2,3049691808
411,1750,1,1524775532
1735,2048,2,4197313538
1356,1711,1,5212644692
679,1567,8,373916822
1975,1953,2,4435461843
1316,1539,8,698014842
2056,54,8,40833197
1792,1849,2,3799859413
962,118,1,238931422
2085,2330,4,2903681695
36,911,1,51714000
1989,441,1,1852070378
1223,285,2,397772971
43,970,4,18752643
1260,1254,1,3282029104
161,27,4,5112082
1562,164,8,90755894
770,1352,4,620433968
2038,2407,8,1714258085
389,255,1,201213026
633,1208,4,444695140
913,662,2,692859299
1448,1170,1,3692963127
608,1572,1,2036981802
1747,2089,2,4279910995
1361,953,2,1499027892
1752,1692,1,6359370544
441,73,1,69032758
515,1629,1,1786279289
1182,1984,4,1441290633
2496,144,4,221913306
1509,2439,8,1275792911
878,718,4,382074797
666,2330,2,1774280503
233,687,2,180907426
1937,1197,2,2734823320
2276,981,8,770052398
1799,1044,4,1132970876
2151,540,1,2472775414
261,502,4,81342909
2109,1692,4,2164197234
1155,2186,1,5374578541
619,228,2,168973671
561,890,2,584076832
207,1732,4,216247828
2042,1037,2,2386692580
88,1531,1,264412734
742,2099,2,1806923695
690,1316,4,540017805
1071,1618,1,3770774303
1840,2051,1,8219354920
1266,1735,4,1374484914
1180,1721,4,1246201472
659,482,1,702987934
1650,11,1,43883218
256,1318,1,687885937
18,754,2,7881708
152,2385,2,368422785
1102,1968,2,2517202450
402,1684,1,1459387729
1135,921,2,1156275473
1010,169,8,66773278
679,531,2,401204056
202,1343,2,294343397
1804,279,2,590635152
2424,2385,2,6661062279
1245,2151,2,3169848002
90,1421,1,247122720
1369,1754,2,2742157263
165,381,1,122357706
58,2379,1,236099570
2297,846,8,663208831
277,2180,8,203776677
2105,1742,1,7859594044
1474,450,8,234871139
1239,214,2,300417169
938,2062,4,1180897145
598,1318,2,938702143
644,2451,2,1813362320
1385,2233,1,6705719066
510,2414,4,718355749
333,2085,1,1455491112
1259,970,1,2607180979
2241,2052,4,2793933800
1735,1229,8,742757120
357,2435,2,959921644
94,1692,4,85242541
112,2346,1,537852069
138,1466,4,119228517
999,655,8,229042826
1404,2304,1,6987758505
675,400,2,319565964
1108,1981,4,1315646543
1175,479,1,1232007365
1656,1661,2,3172952355
595,2495,4,863495342
2477,1442,1,7659863874
313,2462,1,1577592940
577,1936,4,676930033
1053,2230,2,2771535882
1641,1690,4,1638485776
764,852,1,1406890972
46,283,2,13129333
928,2082,2,2306798244
864,2101,1,3935486765
2331,1293,8,1078821616
2364,744,4,1051460354
2219,949,4,1274562958
583,1733,1,2209487186
1589,2069,1,7338947511
1528,1728,2,2931328512
1105,1665,2,2111047765
500,1909,8,331167447
2398,75,8,70131646
1717,2162,2,4326301929
2023,2262,8,1591016925
520,147,4,42133432
868,936,2,944146467
1756,1167,8,729030708
136,181,2,25958665
2144,178,1,811938016
2389,1068,4,1568024363
124,452,2,57188562
293,1453,8,139286915
915,365,2,365166808
2359,2472,4,3528839187
300,2262,2,740796949
1884,1172,8,768571966
1696,1274,2,2529345057
1010,819,1,1775631082
2170,1641,8,1259535890
1507,2094,4,1879570460
1090,1865,2,2382207051
716,810,4,342220804
201,644,1,264541275
2444,530,2,1486488963
2464,1615,1,8534954849
568,887,2,604395618
1283,267,8,123798384
1856,775,4,866715001
2228,1644,1,7942638570
2013,1074,1,4692733135
976,1988,1,4156287380
784,2280,4,1111523598
149,395,4,31409332
1672,2019,2,3817969393
2097,1051,4,1361386959
615,1980,8,420702284
1930,954,1,3902555465
2144,73,2,183749568
855,2283,1,4123752780
1793,1332,2,2840108368
2037,771,2,1857090258
909,1215,2,1254070567
2222,709,8,561411402
1823,780,4,890665798
647,579,8,132562845
2013,2130,2,4988303389
1650,1875,8,1069084213
912,1181,2,1219962532
1624,1199,4,1171818716
509,2283,2,1301491198
479,496,8,90032840
1210,1103,1,2945065974
2396,661,8,571520711
1616,1748,8,951251249
2283,714,8,561307859
1319,1500,2,2327070853
619,112,2,75399801
2011,1606,8,1140522255
1465,1855,1,5863538183
2361,1162,1,5898862395
2391,1250,8,1047431220
1182,400,2,570194698
1707,346,2,665363345
782,2017,1,3326334742
565,121,8,26593665
1924,1308,1,5430588406
2143,2059,1,9598797828
1763,1441,8,908962507
1674,800,2,1606032661
1018,2219,8,787851144
1744,2231,8,1335142899
1545,2078,2,3652619457
2490,2114,4,3220624468
846,2174,8,645911713
776,972,2,857426971
1488,215,4,195026313
715,1699,8,416554258
593,68,4,25688420
131,2281,1,624400556
1955,2137,4,2547987864
1285,683,8,301262322
1507,2498,2,4390177130
320,506,1,330527969
931,1839,8,592164325
1763,24,2,48383745
962,466,2,503997389
2448,258,8,225255845
2100,785,1,3602963530
783,55,2,59424719
1519,1492,1,5017534612
1567,1865,2,3500341839
1307,994,2,1551988376
1571,467,1,1543800305
741,320,2,265717747
1309,972,8,441781394
591,415,1,537788650
2204,1924,1,9332647901
63,2004,8,35506473
1447,2467,1,7625407256
1740,2478,8,1510941770
707,66,2,51861206
393,59,4,16213428
518,980,2,551225610
354,2493,1,1804380403
1292,218,8,103176951
2493,518,8,449516878
1162,655,1,1637704463
18,1445,2,14152259
2266,1690,8,1318451987
2133,846,1,3919714283
1562,1798,4,1715924776
896,888,4,480895933
2179,2458,1,11609979602
787,764,8,208519247
922,2004,8,635939782
86,34,4,3176077
1263,2181,1,5933019221
255,1148,1,613134150
1705,1654,1,6155578458
159,2139,4,180967349
1654,2257,2,4201949598
180,2419,2,457422581
1503,1042,8,545060587
117,66,1,16720378
1300,765,4,595116483
1588,1500,1,5103224030
285,841,2,252839494
2176,385,4,472581145
1458,1732,2,3081159159
2401,2183,8,1835174773
58,1084,1,107872473
2491,2341,1,12848918125
315,1093,8,126248612
1758,2046,1,7774939916
1845,2470,8,1578887383
24,1362,2,19225869
1234,2388,8,997699460
2446,133,8,117910038
1817,1094,1,4362680716
259,2092,8,184393703
2233,128,4,162640041
1494,1055,1,3391213934
376,122,8,20217697
950,2014,1,4079226679
479,2426,4,712537114
2499,2184,4,3368377024
585,531,1,652058663
220,540,2,126094673
892,1106,1,2102983655
98,1046,2,97390487
938,107,2,110205713
515,495,8,91032132
2370,412,4,592508990
14,185,4,2341825
666,301,4,113501463
2203,1987,4,2631899763
437,852,2,395183883
2412,169,8,151184873
1800,2230,2,4672717637
683,783,1,1135454647
1142,2002,4,1387620761
650,2460,2,1770856962
990,103,1,211172645
1334,1210,2,1874830586
1469,1631,4,1477255054
482,2245,4,632034829
2112,2339,1,10896165566
1200,1128,4,824390111
1148,305,8,131565327
1999,2102,2,5101361402
1657,256,1,883197774
1774,1911,1,7264954545
1338,41,2,60289097
2285,1485,2,4027933706
787,1372,4,648780716
2426,2236,1,11751787206
2425,1743,1,9279073678
953,1594,1,3259207912
658,2047,4,828381354
1338,869,1,2538418797
1365,1007,2,1628772009
377,1458,2,608407630
2108,88,4,107840483
400,1068,2,484636978
1149,37,1,91945702
1077,724,2,940528152
2402,399,1,2056891031
179,2056,1,749725317
2288,1702,4,2414477675
2402,2081,8,1760891072
574,328,1,389710245
830,1037,8,300384930
394,1907,8,261917241
1140,49,2,61907467
1473,371,4,318748133
1119,1071,4,735675840
2150,1862,1,8684626869
248,1013,2,263382395
1711,2324,8,1389193284
922,1943,4,1066278239
2120,2500,1,11428380310
551,566,2,373416285
2351,1302,2,3555188044
2455,1612,2,4663624251
180,130,2,31786808
575,261,8,59909165
1610,489,8,277210767
310,258,8,27317400
1493,328,2,564620862
859,406,1,741974544
329,2068,8,228092226
1786,834,4,918442939
877,253,8,77140259
673,1287,2,988793916
83,520,8,14956766
697,548,2,430759186
1297,1466,4,1158971801
511,268,8,47491013
2078,643,8,468402290
453,2079,8,323164061
883,669,1,1272054590
505,2377,8,407550900
1471,2427,2,4179387883
2330,2041,4,2858372577
383,2004,1,1612163750
2165,2426,1,11420054300
854,1866,8,547814724
2037,370,4,458856075
128,123,1,35545336
926,423,2,440517648
604,2465,8,505982976
209,1956,4,228801223
1602,1180,2,2207826436
1147,2277,2,3080802501
1402,633,2,1055137409
1605,910,2,1714524073
225,786,4,99378279
