trials,multiplications,threads,time
30,80,16,4054116
30,90,1,10161676
30,90,2,6079377
30,90,4,3799160
30,90,8,3705734
30,90,16,4337627
30,100,1,11095223
30,100,2,6470288
30,100,4,5755471
30,100,8,4093300
30,100,16,4665881
40,10,1,2763582
40,10,2,2230113
40,10,4,2033085
40,10,8,2483187
40,10,16,3733247
40,20,1,4170975
40,20,2,2878006
40,20,4,2390464
40,20,8,2720361
40,20,16,3751230
40,30,1,5306350
40,30,2,3606909
40,30,4,2741510
40,30,8,2986770
40,30,16,4174752
40,40,1,6695920
40,40,2,4236958
40,40,4,3181974
40,40,8,3325403
40,40,16,4017618
40,50,1,7898701
40,50,2,4819990
40,50,4,3433736
40,50,8,4612882
40,50,16,4386669
40,60,1,9313499
40,60,2,5551408
40,60,4,3697619
40,60,8,4173090
40,60,16,4655742
40,70,1,10529744
40,70,2,6054040
40,70,4,4797308
40,70,8,4379195
40,70,16,4819599
40,80,1,11751511
40,80,2,6805045
40,80,4,4412397
40,80,8,4437634
40,80,16,4767943
40,90,1,12972907
40,90,2,7451445
40,90,4,4738958
40,90,8,5697372
40,90,16,5538474
40,100,1,14287177
40,100,2,8250840
40,100,4,4984167
40,100,8,5110894
40,100,16,5156409
50,10,1,3163429
50,10,2,2291348
50,10,4,2177405
50,10,8,2436639
50,10,16,3394783
50,20,1,4736003
50,20,2,3349207
50,20,4,2551675
50,20,8,2826109
50,20,16,3916779
50,30,1,6357507
50,30,2,4160957
50,30,4,2912200
50,30,8,3181885
50,30,16,4257477
50,40,1,8037210
50,40,2,4862550
50,40,4,3336053
50,40,8,3566083
50,40,16,4772892
50,50,1,9692327
50,50,2,5606462
50,50,4,3797427
50,50,8,3811813
50,50,16,4935506
50,60,1,11184670
50,60,2,6740234
50,60,4,4101916
50,60,8,4278838
50,60,16,5633913
50,70,1,12717148
50,70,2,7455172
50,70,4,4514568
50,70,8,4637568
50,70,16,5816595
50,80,1,14370242
50,80,2,8077466
50,80,4,5651686
50,80,8,5475497
50,80,16,6112519
50,90,1,15973752
50,90,2,8924781
50,90,4,7307755
50,90,8,5310448
50,90,16,5797639
50,100,1,17812202
50,100,2,9785342
50,100,4,7233626
50,100,8,8199294
50,100,16,6516194
60,10,1,3505881
60,10,2,2664066
60,10,4,2384502
60,10,8,2532429
60,10,16,3647896
60,20,1,5399905
60,20,2,3594586
60,20,4,2723487
60,20,8,2884217
60,20,16,4195632
60,30,1,7286987
60,30,2,4559482
60,30,4,3193166
60,30,8,3336253
60,30,16,3776738
60,40,1,9188826
60,40,2,5503849
60,40,4,4078622
60,40,8,4887877
60,40,16,4929495
60,50,1,11170003
60,50,2,6468434
60,50,4,4139727
60,50,8,4195371
60,50,16,4762692
60,60,1,13029983
60,60,2,7954165
60,60,4,4625917
60,60,8,4629934
60,60,16,5024833
60,70,1,15025738
60,70,2,8430967
60,70,4,5369117
60,70,8,6555146
60,70,16,5328702
60,80,1,16945440
60,80,2,9311615
60,80,4,8009609
60,80,8,6052326
60,80,16,5831142
60,90,1,19001409
60,90,2,10329370
60,90,4,6133227
60,90,8,5983037
60,90,16,6541903
60,100,1,20835841
60,100,2,11360129
60,100,4,9316744
60,100,8,6785217
60,100,16,6816476
70,10,1,3880061
70,10,2,2873567
70,10,4,2394321
70,10,8,2655129
70,10,16,3942928
70,20,1,6123921
70,20,2,3992160
70,20,4,3298262
70,20,8,3387229
70,20,16,4082780
70,30,1,8482444
70,30,2,5208507
70,30,4,3544202
70,30,8,3712778
70,30,16,5195423
70,40,1,10640672
70,40,2,6372174
70,40,4,4041543
70,40,8,4133615
70,40,16,5113148
70,50,1,13167120
70,50,2,7429754
70,50,4,5528636
70,50,8,4576774
70,50,16,5764187
70,60,1,15298829
70,60,2,8586158
70,60,4,8027272
70,60,8,5130160
70,60,16,6159697
70,70,1,17505940
70,70,2,9746980
70,70,4,8141706
70,70,8,5776821
70,70,16,6821546
70,80,1,20714945
70,80,2,12721226
70,80,4,6376061
70,80,8,6223917
70,80,16,6208117
70,90,1,23220814
70,90,2,13633032
70,90,4,11535006
70,90,8,6888340
70,90,16,7668150
70,100,1,25891512
70,100,2,13657658
70,100,4,9825987
70,100,8,7466402
70,100,16,8367399
80,10,1,4219176
80,10,2,3006907
80,10,4,2457579
80,10,8,2771126
80,10,16,4128747
80,20,1,6921573
80,20,2,4347115
80,20,4,3222250
80,20,8,3521670
80,20,16,4471137
80,30,1,9364935
80,30,2,5623032
80,30,4,4062312
80,30,8,4109039
80,30,16,5050641
80,40,1,12073394
80,40,2,7183122
80,40,4,5165827
80,40,8,4910640
80,40,16,5818909
80,50,1,14630879
80,50,2,8647783
80,50,4,5644072
80,50,8,5280331
80,50,16,6415957
80,60,1,18115079
80,60,2,9705703
80,60,4,5800204
80,60,8,7468376
80,60,16,6700909
80,70,1,19861037
80,70,2,16568907
80,70,4,7818381
80,70,8,6614488
80,70,16,7445072
80,80,1,22838959
80,80,2,15131646
80,80,4,8689752
80,80,8,12272496
80,80,16,8670806
80,90,1,25710514
80,90,2,15628626
80,90,4,10241475
80,90,8,7856301
80,90,16,8737401
80,100,1,27700958
80,100,2,16104507
80,100,4,15111860
80,100,8,9368512
80,100,16,8020379
90,10,1,4482348
90,10,2,3168079
90,10,4,2505179
90,10,8,2838612
90,10,16,3904156
90,20,1,7581418
90,20,2,4650723
90,20,4,3298673
90,20,8,3595729
90,20,16,4398962
90,30,1,10231036
90,30,2,6137856
90,30,4,3908063
90,30,8,4301519
90,30,16,5047776
90,40,1,13455721
90,40,2,7528288
90,40,4,4843674
90,40,8,4897064
90,40,16,5139488
90,50,1,16347713
90,50,2,9392506
90,50,4,5616270
90,50,8,5562079
90,50,16,6196045
90,60,1,19470075
90,60,2,10502654
90,60,4,8272621
90,60,8,6533276
90,60,16,6095196
90,70,1,22564637
90,70,2,12665321
90,70,4,8765924
90,70,8,6904160
90,70,16,7008676
90,80,1,24937727
90,80,2,13309076
90,80,4,16115116
90,80,8,8186420
90,80,16,7049683
90,90,1,27896334
90,90,2,16693329
90,90,4,11006187
90,90,8,8007535
90,90,16,7459459
90,100,1,30643475
90,100,2,16333516
90,100,4,12410445
90,100,8,9092054
90,100,16,9528691
100,10,1,4926229
100,10,2,3385004
100,10,4,2588635
100,10,8,2915797
100,10,16,4363506
100,20,1,8025679
100,20,2,4879612
100,20,4,3407897
100,20,8,3713860
100,20,16,5003033
100,30,1,11301549
100,30,2,6542944
100,30,4,4353527
100,30,8,4342487
100,30,16,4936277
100,40,1,14484405
100,40,2,9702917
100,40,4,7009076
100,40,8,4965091
100,40,16,5700278
100,50,1,17730620
100,50,2,9772959
100,50,4,8046037
100,50,8,5713061
100,50,16,6263791
100,60,1,20864625
100,60,2,11435420
100,60,4,8882803
100,60,8,6276315
100,60,16,6754079
100,70,1,24200728
100,70,2,13459317
100,70,4,10766729
100,70,8,7496779
100,70,16,8137728
100,80,1,27527513
100,80,2,14668400
100,80,4,13507518
100,80,8,8051718
100,80,16,8956621
100,90,1,31142999
100,90,2,16341991
100,90,4,9452348
100,90,8,14408513
100,90,16,9997729
100,100,1,33891563
100,100,2,18135117
100,100,4,12290209
100,100,8,9369654
100,100,16,9266040
100,100,1,33637848
100,100,2,20409283
100,100,4,12536631
100,100,8,9639649
100,100,16,10427724
100,200,1,67034825
100,200,2,37542325
100,200,4,20775478
100,200,8,16974315
100,200,16,17816300
100,300,1,99489890
100,300,2,55164331
100,300,4,30552664
100,300,8,23913110
100,300,16,21728432
100,400,1,130862389
100,400,2,79947890
100,400,4,37251911
100,400,8,31982189
100,400,16,26078973
100,500,1,165084630
100,500,2,86008833
100,500,4,46487364
100,500,8,39171584
100,500,16,34600429
100,600,1,198148504
100,600,2,104030076
100,600,4,53595015
100,600,8,45865590
100,600,16,44686264
100,700,1,239240121
100,700,2,125562841
100,700,4,74394407
100,700,8,58709325
100,700,16,49598566
100,800,1,273269061
100,800,2,138504250
100,800,4,73456923
100,800,8,61157156
100,800,16,53916878
100,900,1,295110334
100,900,2,149778087
100,900,4,101602874
100,900,8,72454207
100,900,16,61279215
100,1000,1,343447550
100,1000,2,181935925
100,1000,4,143995616
100,1000,8,81552332
100,1000,16,60248736
200,100,1,71654130
200,100,2,39145715
200,100,4,21494894
200,100,8,17990216
200,100,16,17309392
200,200,1,145767352
200,200,2,74226343
200,200,4,45903872
200,200,8,35791509
200,200,16,30365584
200,300,1,195871784
200,300,2,101950305
200,300,4,56879912
200,300,8,47868398
200,300,16,39854542
200,400,1,267291255
200,400,2,135234170
200,400,4,76223501
200,400,8,63268668
200,400,16,49762022
200,500,1,351705523
200,500,2,172544590
200,500,4,98144202
200,500,8,77144133
200,500,16,63049378
200,600,1,403892944
200,600,2,201358491
200,600,4,105916176
200,600,8,91910376
200,600,16,73165849
200,700,1,454798186
200,700,2,244036778
200,700,4,120939109
200,700,8,101174312
200,700,16,82286386
200,800,1,528255749
200,800,2,275815096
200,800,4,137820019
200,800,8,122708360
200,800,16,92320434
200,900,1,590601951
200,900,2,296235008
200,900,4,169329244
200,900,8,138875925
200,900,16,114069924
200,1000,1,664911661
200,1000,2,342330148
200,1000,4,178305191
200,1000,8,139335585
200,1000,16,116246478
300,100,1,100179420
300,100,2,53873576
300,100,4,50785317
300,100,8,25511020
300,100,16,25180882
300,200,1,199148957
300,200,2,107435229
300,200,4,56081378
300,200,8,47472778
300,200,16,43299919
300,300,1,292129766
300,300,2,149035588
300,300,4,89684310
300,300,8,69149152
300,300,16,55600999
300,400,1,393175017
300,400,2,205475906
300,400,4,104239769
300,400,8,84333677
300,400,16,72159386
300,500,1,491649928
300,500,2,255358455
300,500,4,127184086
300,500,8,104382797
300,500,16,91012596
300,600,1,599432556
300,600,2,304474397
300,600,4,169907887
300,600,8,126896788
300,600,16,113653134
300,700,1,697746766
300,700,2,355637832
300,700,4,181694974
300,700,8,148667759
300,700,16,136646193
300,800,1,782719931
300,800,2,407467373
300,800,4,225075885
300,800,8,163786682
300,800,16,147916524
300,900,1,915057270
300,900,2,472507495
300,900,4,292080444
300,900,8,215325699
300,900,16,171672138
300,1000,1,997007818
300,1000,2,508188558
300,1000,4,266908048
300,1000,8,226135929
300,1000,16,191711970
400,100,1,134812591
400,100,2,72456551
400,100,4,45235872
400,100,8,33501212
400,100,16,31069522
400,200,1,265942832
400,200,2,145004734
400,200,4,75237255
400,200,8,63827684
400,200,16,58934587
400,300,1,395302277
400,300,2,206474486
400,300,4,112702255
400,300,8,93378063
400,300,16,88843136
400,400,1,539287514
400,400,2,287751413
400,400,4,147986794
400,400,8,113307618
400,400,16,121845245
400,500,1,664226388
400,500,2,342410208
400,500,4,176649874
400,500,8,143497514
400,500,16,126918840
400,600,1,795751668
400,600,2,395964016
400,600,4,242326316
400,600,8,167664639
400,600,16,153819710
400,700,1,943176471
400,700,2,474943394
400,700,4,276025189
400,700,8,198241138
400,700,16,196352754
400,800,1,1057303712
400,800,2,536923891
400,800,4,284460134
400,800,8,226662804
400,800,16,199970524
400,900,1,1206123206
400,900,2,621356554
400,900,4,317731646
400,900,8,250274490
400,900,16,222709797
400,1000,1,1317052282
400,1000,2,694191002
400,1000,4,350177113
400,1000,8,306934792
400,1000,16,247157819
500,100,1,166476426
500,100,2,88196847
500,100,4,47634831
500,100,8,41319904
500,100,16,33780505
500,200,1,338581273
500,200,2,172055125
500,200,4,96892319
500,200,8,80960395
500,200,16,70290698
500,300,1,496210131
500,300,2,256595749
500,300,4,148283360
500,300,8,112272802
500,300,16,96971237
500,400,1,692685435
500,400,2,342412483
500,400,4,178747860
500,400,8,151771407
500,400,16,121033616
500,500,1,856172196
500,500,2,425466405
500,500,4,225990717
500,500,8,198647980
500,500,16,157210034
500,600,1,1002586858
500,600,2,506881852
500,600,4,279771931
500,600,8,197704354
500,600,16,184074517
500,700,1,1149862422
500,700,2,590963087
500,700,4,365104448
500,700,8,249201132
500,700,16,221102810
500,800,1,1339271221
500,800,2,676143019
500,800,4,357578483
500,800,8,274755373
500,800,16,252097472
500,900,1,1506999219
500,900,2,772931864
500,900,4,403861695
500,900,8,312470020
500,900,16,282861883
500,1000,1,1670655427
500,1000,2,860354653
500,1000,4,470369695
500,1000,8,356260517
500,1000,16,295940687
600,100,1,222030967
600,100,2,106170572
600,100,4,54805851
600,100,8,49021115
600,100,16,40043425
600,200,1,409344896
600,200,2,206790106
600,200,4,106846617
600,200,8,96505446
600,200,16,80446944
600,300,1,613502136
600,300,2,312624278
600,300,4,164424907
600,300,8,139865026
600,300,16,126016220
600,400,1,806998014
600,400,2,416620682
600,400,4,226184971
600,400,8,196387669
600,400,16,151822122
600,500,1,994393456
600,500,2,528020340
600,500,4,285009963
600,500,8,230228076
600,500,16,179801431
600,600,1,1191281571
600,600,2,607304347
600,600,4,328384521
600,600,8,241216931
600,600,16,224518473
600,700,1,1388186058
600,700,2,739272024
600,700,4,372597469
600,700,8,323252428
600,700,16,277870602
600,800,1,1590458510
600,800,2,817872945
600,800,4,430383486
600,800,8,367262696
600,800,16,290587450
600,900,1,1787248562
600,900,2,898289351
600,900,4,488256587
600,900,8,415674542
600,900,16,326429103
600,1000,1,1974251500
600,1000,2,1020414890
600,1000,4,561870866
600,1000,8,397598515
600,1000,16,372759211
700,100,1,233698772
700,100,2,126103854
700,100,4,73403864
700,100,8,55628841
700,100,16,48963137
700,200,1,478553841
700,200,2,248757321
700,200,4,130204087
700,200,8,104096831
700,200,16,98817752
700,300,1,722283904
700,300,2,355417139
700,300,4,193490738
700,300,8,161559043
700,300,16,138494882
700,400,1,934631710
700,400,2,473773114
700,400,4,249297512
700,400,8,194855783
700,400,16,174983605
700,500,1,1164930419
700,500,2,612275680
700,500,4,317977166
700,500,8,251585153
700,500,16,206624026
700,600,1,1379624937
700,600,2,709778161
700,600,4,370140521
700,600,8,320075051
700,600,16,268126438
700,700,1,1627460513
700,700,2,840913361
700,700,4,445013575
700,700,8,320816689
700,700,16,296413963
700,800,1,1880241515
700,800,2,939874812
700,800,4,498117501
700,800,8,398893478
700,800,16,327033754
700,900,1,2094786142
700,900,2,1084378730
700,900,4,559658516
700,900,8,446706673
700,900,16,395722895
700,1000,1,2352112018
700,1000,2,1185341826
700,1000,4,614332469
700,1000,8,456835918
700,1000,16,432160172
800,100,1,273452625
800,100,2,138234625
800,100,4,82192200
800,100,8,65118118
800,100,16,56893457
800,200,1,552825328
800,200,2,292445807
800,200,4,150330831
800,200,8,119248205
800,200,16,107635002
800,300,1,810977520
800,300,2,414426576
800,300,4,213350984
800,300,8,163696983
800,300,16,152827413
800,400,1,1101396465
800,400,2,551722424
800,400,4,319304569
800,400,8,237653793
800,400,16,199624947
800,500,1,1323778950
800,500,2,686153852
800,500,4,351016424
800,500,8,301885042
800,500,16,248531850
800,600,1,1594704817
800,600,2,822424682
800,600,4,421580774
800,600,8,332540419
800,600,16,286376891
800,700,1,1866629502
800,700,2,1000805455
800,700,4,507584366
800,700,8,377404896
800,700,16,344927339
800,800,1,2141149013
800,800,2,1083661867
800,800,4,607788233
800,800,8,444333652
800,800,16,397417766
800,900,1,2401171426
800,900,2,1249417734
800,900,4,622122606
800,900,8,493879801
800,900,16,436131644
800,1000,1,2637397546
800,1000,2,1331113235
800,1000,4,697511897
800,1000,8,498946592
800,1000,16,483772997
900,100,1,307329210
900,100,2,158912951
900,100,4,103973881
900,100,8,72491868
900,100,16,60984393
900,200,1,594309359
900,200,2,306816731
900,200,4,168265914
900,200,8,139569112
900,200,16,116228834
900,300,1,918837424
900,300,2,464294125
900,300,4,249345261
900,300,8,200771403
900,300,16,179915875
900,400,1,1196943757
900,400,2,614897737
900,400,4,316869312
900,400,8,257468393
900,400,16,227868791
900,500,1,1526965903
900,500,2,769187586
900,500,4,392356926
900,500,8,336941304
900,500,16,267147375
900,600,1,1808467601
900,600,2,934763608
900,600,4,476315401
900,600,8,357382076
900,600,16,312738692
900,700,1,2127455528
900,700,2,1074191996
900,700,4,560125549
900,700,8,430240259
900,700,16,363405288
900,800,1,2396438538
900,800,2,1230618515
900,800,4,648118024
900,800,8,493069253
900,800,16,428974199
900,900,1,2702647201
900,900,2,1407850417
900,900,4,707024709
900,900,8,562070970
900,900,16,511004597
900,1000,1,2958924013
900,1000,2,1519107497
900,1000,4,775436921
900,1000,8,604980319
900,1000,16,535902499
1000,100,1,337280730
1000,100,2,175313412
1000,100,4,89995714
1000,100,8,79956356
1000,100,16,67199704
1000,200,1,690216765
1000,200,2,350697086
1000,200,4,178185747
1000,200,8,154378415
1000,200,16,143893094
1000,300,1,1036117485
1000,300,2,516948680
1000,300,4,277574639
1000,300,8,230515364
1000,300,16,182299315
1000,400,1,1343294350
1000,400,2,687991350
1000,400,4,359144123
1000,400,8,280284599
1000,400,16,247654297
1000,500,1,1669642240
1000,500,2,858231589
1000,500,4,444239256
1000,500,8,344802154
1000,500,16,303469888
1000,600,1,2000583988
1000,600,2,1044063134
1000,600,4,573471254
1000,600,8,464171045
1000,600,16,374018619
1000,700,1,2337945918
1000,700,2,1203432690
1000,700,4,627928722
1000,700,8,534016791
1000,700,16,422558483
1000,800,1,2682032303
1000,800,2,1362751812
1000,800,4,701576654
1000,800,8,564884705
1000,800,16,472447052
1000,900,1,2983729454
1000,900,2,1510416133
1000,900,4,802051416
1000,900,8,603230824
1000,900,16,534051786
1000,1000,1,3331462703
1000,1000,2,1711063073
1000,1000,4,884129443
1000,1000,8,689460540
1000,1000,16,564027913
1000,1000,1,3311459370
1000,1000,2,1710206981
1000,1000,4,882567831
1000,1000,8,663915677
1000,1000,16,609400229
1000,2000,1,6708152082
1000,2000,2,3391743119
1000,2000,4,1775065794
1000,2000,8,1383781837
1000,2000,16,1168882615
1000,3000,1,9924769169
1000,3000,2,5082275432
1000,3000,4,2541277072
1000,3000,8,1896277834
1000,3000,16,1614169011
1000,4000,1,12959601864
1000,4000,2,6533398417
1000,4000,4,3390978769
1000,4000,8,2492158373
1000,4000,16,2215357753
1000,5000,1,16170234863
1000,5000,2,8105094115
1000,5000,4,4166477045
1000,5000,8,3136025803
1000,5000,16,2759167541
1000,6000,1,19427126909
1000,6000,2,9887652871
1000,6000,4,5091115454
1000,6000,8,3772089360
1000,6000,16,3335246654
1000,7000,1,22649583653
1000,7000,2,11404502563
1000,7000,4,5804566817
1000,7000,8,4324627061
1000,7000,16,3685388326
1000,8000,1,25761284235
1000,8000,2,13054680598
1000,8000,4,6578036264
1000,8000,8,4890657047
1000,8000,16,4590362243
1000,9000,1,29695753898
1000,9000,2,14984428769
1000,9000,4,7803435887
1000,9000,8,5622914673
1000,9000,16,5118449556
1000,10000,1,33148116093
1000,10000,2,16726772263
1000,10000,4,8686698624
1000,10000,8,6351100930
1000,10000,16,5863867359
2000,1000,1,6643564940
2000,1000,2,3375504347
2000,1000,4,1752287741
2000,1000,8,1366655532
2000,1000,16,1218351143
2000,2000,1,13125567672
2000,2000,2,6747335821
2000,2000,4,3648506007
2000,2000,8,2630170021
2000,2000,16,2394719943
2000,3000,1,20045013561
2000,3000,2,10319580157
2000,3000,4,5180162712
2000,3000,8,3913686981
2000,3000,16,3491418803
2000,4000,1,26581702589
2000,4000,2,13361349221
2000,4000,4,6904441319
2000,4000,8,5199904265
2000,4000,16,4610356038
2000,5000,1,32819958957
2000,5000,2,16852679807
2000,5000,4,8553182931
2000,5000,8,6432354112
2000,5000,16,5812475396
2000,6000,1,39700431002
2000,6000,2,19672722987
2000,6000,4,10531923794
2000,6000,8,7500867398
2000,6000,16,7186754624
2000,7000,1,46641312404
2000,7000,2,23768446642
2000,7000,4,12226151125
2000,7000,8,8959429077
2000,7000,16,7985847542
2000,8000,1,53416666196
2000,8000,2,27183898034
2000,8000,4,13913385510
2000,8000,8,10481493742
2000,8000,16,9240108655
2000,9000,1,60205211724
2000,9000,2,30453689956
2000,9000,4,15558023101
2000,9000,8,11775862310
2000,9000,16,10089841848
2000,10000,1,66494995008
2000,10000,2,33672301433
2000,10000,4,17378974546
2000,10000,8,13054456809
2000,10000,16,11557802977
3000,1000,1,10221254436
3000,1000,2,5142013271
3000,1000,4,2710075521
3000,1000,8,2109374674
3000,1000,16,1825233148
3000,2000,1,20036008823
3000,2000,2,10203584163
3000,2000,4,5424190614
3000,2000,8,3861934985
3000,2000,16,3803600691
3000,3000,1,29900784065
3000,3000,2,15274432002
3000,3000,4,7780848595
3000,3000,8,5958936596
3000,3000,16,5179997093
3000,4000,1,39903825770
3000,4000,2,20331612712
3000,4000,4,10478805814
3000,4000,8,7834563484
3000,4000,16,7271725046
3000,5000,1,50962683536
3000,5000,2,25707494686
3000,5000,4,13419744904
3000,5000,8,10222259604
3000,5000,16,9497557837
3000,6000,1,61218610029
3000,6000,2,30006551269
3000,6000,4,15306523692
3000,6000,8,11522272453
3000,6000,16,10107929444
3000,7000,1,69289773041
3000,7000,2,34513675372
3000,7000,4,17836487357
3000,7000,8,12951736882
3000,7000,16,11576664388
3000,8000,1,79380996630
3000,8000,2,40198023193
3000,8000,4,20518922474
3000,8000,8,15007837487
3000,8000,16,12971915245
3000,9000,1,87939173405
3000,9000,2,45247635660
3000,9000,4,23443075881
3000,9000,8,17027970940
3000,9000,16,15101172574
3000,10000,1,99264279097
3000,10000,2,50165797406
3000,10000,4,25741544819
3000,10000,8,18698605038
3000,10000,16,16551569106
4000,1000,1,13472480938
4000,1000,2,6663177991
4000,1000,4,3587006692
4000,1000,8,2693684518
4000,1000,16,2307329368
4000,2000,1,26643993045
4000,2000,2,13280103440
4000,2000,4,6938735669
4000,2000,8,5268310211
4000,2000,16,4478560556
4000,3000,1,39677897917
4000,3000,2,19969335286
4000,3000,4,10331103441
4000,3000,8,7727292100
4000,3000,16,6885295624
4000,4000,1,53344650117
4000,4000,2,26837078648
4000,4000,4,13624289251
4000,4000,8,10223453199
4000,4000,16,9015505854
4000,5000,1,65789493019
4000,5000,2,33127609455
4000,5000,4,17026172883
4000,5000,8,12627564236
4000,5000,16,11087195287
4000,6000,1,78866735369
4000,6000,2,39996527705
4000,6000,4,20758572692
4000,6000,8,15663346577
4000,6000,16,13826001040
4000,7000,1,92688379875
4000,7000,2,46832322448
4000,7000,4,23611398308
4000,7000,8,17362691214
4000,7000,16,15805317908
4000,8000,1,105791901511
4000,8000,2,54562137029
4000,8000,4,27384079392
4000,8000,8,21222496484
4000,8000,16,18603287528
4000,9000,1,119176304243
4000,9000,2,59562464490
4000,9000,4,30611182946
4000,9000,8,22325557520
4000,9000,16,20018577319
4000,10000,1,131780236063
4000,10000,2,66154120849
4000,10000,4,33982389274
4000,10000,8,24959835001
4000,10000,16,22587894058
5000,1000,4,4243779858
5000,1000,8,3244202278
5000,1000,16,2899220178
5000,2000,4,8527919130
5000,2000,8,6283854720
5000,2000,16,5487951338
5000,3000,4,13623618429
5000,3000,8,9661103127
5000,3000,16,8755296494
5000,4000,4,17253497247
5000,4000,8,12717688553
5000,4000,16,11442987020
5000,5000,4,21185327664
5000,5000,8,16146147054
5000,5000,16,13591757322
5000,6000,4,25131196938
5000,6000,8,18532433307
5000,6000,16,16491143060
5000,7000,4,29258189068
5000,7000,8,21821144614
5000,7000,16,19149865877
5000,8000,4,33616947889
5000,8000,8,24991389283
5000,8000,16,21765879412
5000,9000,4,37624301418
5000,9000,8,28704448099
5000,9000,16,24880072720
5000,10000,4,41980430004
5000,10000,8,31222857464
5000,10000,16,27676352970
6000,1000,4,5110887417
6000,1000,8,3798596802
6000,1000,16,3347257393
6000,2000,4,10227961465
6000,2000,8,7765556340
6000,2000,16,6648142175
6000,3000,4,15183416461
6000,3000,8,11174058994
6000,3000,16,10139215482
6000,4000,4,20393955196
6000,4000,8,15253628088
6000,4000,16,13060839166
6000,5000,4,25300605148
6000,5000,8,18883681906
6000,5000,16,16359511037
6000,6000,4,30128068895
6000,6000,8,22780332506
6000,6000,16,20032266633
6000,7000,4,35391293797
6000,7000,8,25806335378
6000,7000,16,23056493119
6000,8000,4,40404260526
6000,8000,8,29955618256
6000,8000,16,26342912533
6000,9000,4,45416251187
6000,9000,8,34069002531
6000,9000,16,29398840906
6000,10000,4,50533214388
6000,10000,8,37255653458
6000,10000,16,32609323596
7000,1000,4,5900344745
7000,1000,8,4427184441
7000,1000,16,3909586916
7000,2000,4,11884576456
7000,2000,8,8821864345
7000,2000,16,7735063367
7000,3000,4,17828546969
7000,3000,8,13373086264
7000,3000,16,11666798014
7000,4000,4,23681782274
7000,4000,8,17654403110
7000,4000,16,15150987705
7000,5000,4,29497952714
7000,5000,8,22104364901
7000,5000,16,19438067252
7000,6000,4,36741874344
7000,6000,8,25868878305
7000,6000,16,23201510659
7000,7000,4,41164976158
7000,7000,8,30327490189
7000,7000,16,27028164389
7000,8000,4,47200863584
7000,8000,8,35012654809
7000,8000,16,30905715351
7000,9000,4,53085416340
7000,9000,8,39320792643
7000,9000,16,34206825051
7000,10000,4,58900322747
7000,10000,8,43554195939
7000,10000,16,38342229505
8000,1000,4,6837626793
8000,1000,8,5103134211
8000,1000,16,4604232382
